Job Name,Repo,Workflow Name,Branch,Cron schedule (JST),Status,End Date,PIC Team,Request Body
STG - PP-INDIA-PAAS-RERUN,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 11 * * 1,Enable,2026-01-25,CAG,"{
  ""prjName"": ""Env-STG-INDIA-PAAS-RERUN"",
  ""branchDetails"": ""master"",
  ""cucumberTags"": ""@stg and @backend and @ppind"",
  ""environment"": ""STG"",
  ""parallelExecutors"": ""4"",
  ""parallelContainers"": ""7"",
  ""slack_recipient"": """",
  ""channel"": ""CKZLL1PKL"",
  ""enable_webdriver"": ""false"",
  ""rerun"": ""true""
}"
STG - PP-INDIA-PAAS-RERUN,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 11 * * 2,Enable,2026-03-19,CAG,"{
  ""prjName"": ""Env-STG-INDIA-PAAS-RERUN"",
  ""branchDetails"": ""master"",
  ""cucumberTags"": ""@stg and @backend and @ppind"",
  ""environment"": ""STG"",
  ""parallelExecutors"": ""4"",
  ""parallelContainers"": ""5"",
  ""slack_recipient"": """",
  ""channel"": ""CKZLL1PKL"",
  ""enable_webdriver"": ""false"",
  ""rerun"": ""true""
}"
STG - O2O,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 6 * * 1,Enable,2026-01-28,QA Tech,"{
    ""prjName"": ""Env-STG-DAY-O2O"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""(@stg and @O2O) or @pp4bAllDomains"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""8"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false""
 }"
STG - O2O,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 6 * * 2,Enable,2026-02-27,CAG,"{
    ""prjName"": ""Env-STG-DAY-O2O"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""(@stg and @O2O) or @pp4bAllDomains"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""6"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false""
 }"
STG - O2O - RERUN,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 7 * * 1,Enable,2026-03-07,QA Tech,"{
    ""prjName"": ""Env-STG-DAY-O2O-RERUN"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""(@stg and @O2O) or @pp4bAllDomains"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""8"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""true"",
    ""rerun"": ""true""
 }"
STG - O2O - RERUN,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 7 * * 2,Enable,2026-01-23,QA Tech,"{
    ""prjName"": ""Env-STG-DAY-O2O-RERUN"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""(@stg and @O2O) or @pp4bAllDomains"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""6"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""true"",
    ""rerun"": ""true""
 }"
STG - COREAPP,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 10 * * 1,Enable,2026-02-13,CAG,"{
    ""prjName"": ""Env-STG-DAY-COREAPP"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@stg and @coreapp and not @coreapp-part-run"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""8"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false""
 }"
STG - COREAPP,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 10 * * 2,Enable,2026-03-07,QA Tech,"{
    ""prjName"": ""Env-STG-DAY-COREAPP"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": "" @stg and @coreapp and not @coreapp-part-run"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""6"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false""
 }"
STG - COREAPP - RERUN,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 11 * * 1,Enable,2026-02-06,FSBP,"{
    ""prjName"": ""Env-STG-DAY-COREAPP-RERUN"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@stg and @coreapp and not @coreapp-part-run"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""8"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false"",
    ""rerun"":""true""
 }"
STG - COREAPP - RERUN,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 11 * * 2,Enable,2026-02-18,PAM,"{
    ""prjName"": ""Env-STG-DAY-COREAPP-RERUN"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@stg and @coreapp and not @coreapp-part-run"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""6"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false"",
    ""rerun"":""true""
 }"
STG - P2DC_PAYROLL,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 10 * * 1,Enable,2026-03-10,PAM,"{
    ""prjName"": ""Env-STG-DAY-P2DC_PAYROLL"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@stg and @Payroll"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""1"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false""
 }"
STG - P2DC_PAYROLL,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 10 * * 2,Enable,2026-03-18,CAG,"{
    ""prjName"": ""Env-STG-DAY-P2DC_PAYROLL"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@stg and @Payroll"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""1"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false""
 }"
STG - P2DC_PAYROLL - RERUN,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 11 * * 1,Enable,2026-01-25,PAM,"{
    ""prjName"": ""Env-STG-DAY-P2DC_PAYROLL-RERUN"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@stg and @Payroll"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""1"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false"",
    ""rerun"":""true""
 }"
STG - P2DC_PAYROLL - RERUN,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 11 * * 2,Enable,2026-01-18,CAG,"{
    ""prjName"": ""Env-STG-DAY-P2DC_PAYROLL-RERUN"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@stg and @Payroll"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""1"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false"",
    ""rerun"":""true""
 }"
STG - P2DC,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 10 * * 1,Enable,2026-01-14,O2O,"{
    ""prjName"": ""Env-STG-DAY-P2DC"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@stg and @pay2dc"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""7"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false""
 }"
STG - P2DC,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 10 * * 2,Enable,2026-02-05,QA Tech,"{
    ""prjName"": ""Env-STG-DAY-P2DC"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@stg and @pay2dc"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""5"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false""
 }"
STG - P2DC - RERUN,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 11 * * 1,Enable,2026-03-22,QA Tech,"{
    ""prjName"": ""Env-STG-DAY-P2DC-RERUN"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@stg and @pay2dc"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""7"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false"",
    ""rerun"":""true""
 }"
STG - P2DC - RERUN,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 11 * * 2,Enable,2026-02-21,QA Tech,"{
    ""prjName"": ""Env-STG-DAY-P2DC-RERUN"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@stg and @pay2dc"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""5"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false"",
    ""rerun"":""true""
 }"
STG - FSBP,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 10 * * 1,Enable,2026-03-24,FSBP,"{
    ""prjName"": ""Env-STG-DAY-FSBP"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@stg and @financialService"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""5"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false""
}"
STG - FSBP,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 10 * * 2,Enable,2026-02-26,PAM,"{
    ""prjName"": ""Env-STG-DAY-FSBP"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@stg and @financialService"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""5"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false""
}"
STG - FSBP - RERUN,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 11 * * 1,Enable,2026-01-26,PAM,"{
    ""prjName"": ""Env-STG-DAY-FSBP-RERUN"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@stg and @financialService"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""7"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false"",
    ""rerun"":""true""
}"
STG - FSBP - RERUN,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 11 * * 2,Enable,2026-01-28,O2O,"{
    ""prjName"": ""Env-STG-DAY-FSBP-RERUN"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@stg and @financialService"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""5"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false"",
    ""rerun"":""true""
}"
STG - PAM,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 20 * * 0,Enable,2026-03-22,QA Tech,"{
    ""prjName"": ""Env-STG-DAY-PAM"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@stg and @onlineMiniapp and not @post_payment_v2"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""12"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false""
 }"
STG - PAM,qa-automate-apiqa,Parallelism_Testing_Launcher,master,30 21 * * 0,Enable,2026-01-19,FSBP,"{
    ""prjName"": ""Env-STG-DAY-PAM-V2"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@stg and @onlineMiniapp and @post_payment_v2"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""12"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false""
 }"
STG - PAM,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 20 * * 1 ,Enable,2026-01-20,FSBP,"{
    ""prjName"": ""Env-STG-DAY-PAM"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@stg and @onlineMiniapp and not @post_payment_v2"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""10"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false""
 }"
STG - PAM,qa-automate-apiqa,Parallelism_Testing_Launcher,master,30 21 * * 1 ,Enable,2026-01-17,QA Tech,"{
    ""prjName"": ""Env-STG-DAY-PAM-V2"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@stg and @onlineMiniapp and @post_payment_v2"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""10"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false""
 }"
STG - PAM - RERUN,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 23 * * 0,Enable,2026-01-17,CAG,"{
    ""prjName"": ""Env-STG-DAY-PAM-RERUN"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@stg and @onlineMiniapp and not @post_payment_v2"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""12"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false"",
    ""rerun"":""true""
 }"
STG - PAM - RERUN,qa-automate-apiqa,Parallelism_Testing_Launcher,master,30 23 * * 0,Enable,2026-03-01,PAM,"{
    ""prjName"": ""Env-STG-DAY-PAM-V2-RERUN"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@stg and @onlineMiniapp and @post_payment_v2"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""12"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false"",
    ""rerun"":""true""
 }"
STG - PAM - RERUN,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 23 * * 1 ,Enable,2026-01-24,O2O,"{
    ""prjName"": ""Env-STG-DAY-PAM-RERUN"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@stg and @onlineMiniapp and not @post_payment_v2"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""10"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false"",
    ""rerun"":""true""
 }"
STG - PAM - RERUN,qa-automate-apiqa,Parallelism_Testing_Launcher,master,30 23 * * 1 ,Enable,2026-02-19,CAG,"{
    ""prjName"": ""Env-STG-DAY-PAM-V2-RERUN"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@stg and @onlineMiniapp and @post_payment_v2"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""10"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false"",
    ""rerun"":""true""
 }"
STG - PAM_BO,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 20 * * 0,Enable,2026-01-19,CAG,"{
    ""prjName"": ""Env-STG-DAY-PAM-BO"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@sandbox and @onlineMiniapp"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""1"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false""
 }"
STG - PAM_BO,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 20 * * 1 ,Enable,2026-03-14,CAG,"{
    ""prjName"": ""Env-STG-DAY-PAM-BO"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@sandbox and @onlineMiniapp"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""1"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false""
 }"
STG - PAM_BO - RERUN,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 21 * * 0 ,Enable,2026-02-16,O2O,"{
    ""prjName"": ""Env-STG-DAY-PAM-BO-RERUN"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@sandbox and @onlineMiniapp"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""1"",
    ""slack_recipient"": """",
    ""channel"": ""CKZLL1PKL"",
    ""enable_webdriver"": ""false"",
    ""rerun"":""true""
 }"
STG - PAM_BO - RERUN,qa-automate-apiqa,Parallelism_Testing_Launcher,master,0 21 * * 1 ,Enable,2026-03-19,FSBP,"{
    ""prjName"": ""Env-STG-DAY-PAM-BO-RERUN"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@sandbox and @onlineMiniapp"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""4"",
    ""parallelContainers"": ""1"",
    ""slack_recipient"": """",
    ""channel"": """",
    ""enable_webdriver"": ""false"",
    ""rerun"":""true""
 }"
DR Testing - API - Morning,qa-automate-apiqa,API_Launcher,master,30 13 * * 4,Enable,2026-02-16,O2O,"{
  ""prjName"": ""DR-API_MORNING-EXECUTION"",
  ""cucumberTags"": ""@stg and (@dr)"",
  ""environment"": ""STG"",
  ""branchDetails"": ""master""
}"
DR Testing - API - Failback,qa-automate-apiqa,API_Launcher,master,0 23 * * 4,Enable,2026-03-08,FSBP,"{
  ""prjName"": ""DR-API_FAILBACK-EXECUTION"",
  ""cucumberTags"": ""@stg and (@dr)"",
  ""environment"": ""STG"",
  ""branchDetails"": ""master""
}"
OPA code API,qa-automate-apiqa,API_Launcher,testnewapi,50 12 * * 4,Disable,2026-03-04,PAM,"{
  ""prjName"": ""OPA code - OLD API QA"",
  ""cucumberTags"": ""@stg and @test1"",
  ""environment"": ""STG"",
  ""branchDetails"": ""testexternal""
}"
FSBP Service Test Cases,qa-automate-apiqa,API_Launcher,master,0 * * * *,Enable,2026-01-20,QA Tech,"{
    ""prjName"": ""FSBP Service Test Cases"",
    ""branchDetails"": ""master"",
    ""cucumberTags"": ""@service-test and @financialService and @card-secure-internal-gateway"",
    ""environment"": ""STG"",
    ""parallelExecutors"": ""5"",
    ""slack_recipient"": ""U03HRUVCP42"",
    ""channel"": ""C06LUKMDPQC""
 }"
